time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-09T22:41:52.963Z,38.1115,73.0308,12.649,4.2,mb,31,107,1.669,1.08,us,us6000kaqz,2023-05-09T23:48:29.040Z,"82 km W of Murghob, Tajikistan",earthquake,7.5,6.023,0.132,16,reviewed,us,us
2023-05-09T22:40:41.530Z,18.0895,-67.0918333333333,22.01,2.2,md,15,118,0.04099,0.19,pr,pr71408688,2023-05-09T22:54:46.740Z,"1 km WNW of Sabana Eneas, Puerto Rico",earthquake,0.5,0.55,0.122835538434611,8,reviewed,pr,pr
2023-05-09T22:38:08.240Z,38.5526667,-112.1715,11.62,1.15,ml,9,121,0.04052,0.05,uu,uu60539521,2023-05-10T13:31:12.720Z,"9 km SSE of Joseph, Utah",earthquake,0.58,0.85,0.367,2,reviewed,uu,uu
2023-05-09T22:33:33.889Z,59.9629,-153.2101,144,2.6,ml,,,,1.12,ak,ak0235xpmg98,2023-05-09T22:36:29.801Z,"53 km ENE of Pedro Bay, Alaska",earthquake,,1.4,,,automatic,ak,ak
2023-05-09T22:31:53.686Z,12.1754,143.8501,21.476,5,mb,60,78,1.721,0.83,us,us6000kaqw,2023-05-11T22:42:07.835Z,"149 km SW of Merizo Village, Guam",earthquake,9.29,2.671,0.053,115,reviewed,us,us
2023-05-09T22:27:26.840Z,33.0288333,-115.9958333,8.8,1.6,ml,42,53,0.1434,0.2,ci,ci40221895,2023-05-10T15:19:36.040Z,"18km SE of Ocotillo Wells, CA",earthquake,0.22,0.9,0.105,31,reviewed,ci,ci
2023-05-09T22:14:37.791Z,37.54,137.2572,6.693,4.8,mww,96,47,1.249,0.85,us,us6000kaqu,2023-05-10T16:46:39.609Z,"46 km NE of Anamizu, Japan",earthquake,5.65,0.672,0.071,19,reviewed,us,us
2023-05-09T21:57:39.980Z,17.9968333333333,-66.8245,14.57,2.48,md,10,163,0.05644,0.17,pr,pr71408683,2023-05-09T22:13:03.580Z,"0 km WNW of Indios, Puerto Rico",earthquake,0.46,0.73,0.0596892042642889,6,reviewed,pr,pr
2023-05-09T21:56:23.196Z,64.7285,-149.2076,13.2,1.1,ml,,,,0.67,ak,ak0235xp5xan,2023-05-09T21:58:09.870Z,"14 km NNW of Four Mile Road, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-05-09T21:39:22.240Z,34.9955,-118.1871667,-0.93,1.27,ml,16,71,0.1213,0.29,ci,ci40221855,2023-05-10T16:51:34.831Z,"6km S of Mojave, CA",quarry blast,0.72,31.61,0.114,11,reviewed,ci,ci
2023-05-09T21:29:22.700Z,19.4118333333333,-155.260833333333,1.76,2.43,ml,35,95,,0.11,hv,hv73394257,2023-05-09T23:03:20.523Z,"Hawaii region, Hawaii",earthquake,0.14,0.21,0.153922936141428,11,reviewed,hv,hv
2023-05-09T21:27:20.989Z,60.9062,-146.4015,8.4,1.9,ml,,,,0.74,ak,ak0235xozpcy,2023-05-09T21:29:51.120Z,"15 km ENE of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-05-09T21:23:59.040Z,34.54130936,-97.69619751,6.993474007,2.25,ml,11,88.28511047,0.1273182631,0.4200739308,ok,ok2023jbmt,2023-05-09T21:26:25.244Z,"9 km NNW of Velma, Oklahoma",earthquake,3.616944182,4.0861428,0.29,8,automatic,ok,ok
2023-05-09T21:20:28.050Z,39.5105,-123.585,3.55,1.45,md,15,135,0.06968,0.08,nc,nc73885801,2023-05-10T20:39:11.491Z,"19km WNW of Brooktrails, CA",earthquake,0.33,0.66,0.096,15,reviewed,nc,nc
2023-05-09T21:13:35.943Z,64.7692,-152.8467,5.4,1.8,ml,,,,0.84,ak,ak0235xowqhm,2023-05-09T21:15:28.509Z,"57 km SW of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-05-09T21:13:33.331Z,64.9531,-149.1418,0,1,ml,,,,1.15,ak,ak0235xowqad,2023-05-09T21:15:17.889Z,"Central Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-05-09T21:11:46.735Z,63.0158,-149.7257,72.6,2.1,ml,,,,0.56,ak,ak0235xowbw1,2023-05-09T22:01:13.040Z,"57 km SW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-05-09T21:01:53.393Z,58.1191,-154.6296,21.6,1.5,ml,,,,0.94,ak,ak0235xou78r,2023-05-09T22:57:31.890Z,"62 km N of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2023-05-09T20:47:20.600Z,46.1775,-123.44233333333334,-0.5,1.1500000000000001,ml,12,92,0.1225,0.19,uw,uw61923106,2023-05-10T18:53:23.760Z,"5 km WSW of Cathlamet, Washington",explosion,0.63,31.61,0.14844112347168226,4,reviewed,uw,uw
2023-05-09T20:37:42.846Z,58.3652,-154.873,0,1.3,ml,,,,0.26,ak,ak0235xogglo,2023-05-09T22:51:28.740Z,"92 km NNW of Karluk, Alaska",earthquake,,1.6,,,automatic,ak,ak
2023-05-09T20:31:50.391Z,60.3532,-153.1544,147.5,1.2,ml,,,,0.66,ak,ak0235xof6yr,2023-05-09T21:08:40.040Z,"66 km ENE of Port Alsworth, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-05-09T20:24:58.790Z,38.7828331,-122.7531662,-0.5,1.06,md,11,76,0.01286,0.02,nc,nc73885796,2023-05-09T21:18:13.889Z,"1km NNE of The Geysers, CA",earthquake,0.19,0.76,0.21,10,automatic,nc,nc
2023-05-09T20:08:46.480Z,19.22483253479,-155.369995117188,32.5900001525879,2.25999999,md,33,171,,0.129999995,hv,hv73394217,2023-05-09T20:13:15.150Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.76,0.970000029,0.810000002,20,automatic,hv,hv
2023-05-09T20:03:52.210Z,34.53183333,-97.70616667,12.69,2.38,ml,61,50,0.1250754559,0.34,ok,ok2023jbkc,2023-05-09T21:47:07.755Z,"8 km NNW of Velma, Oklahoma",earthquake,,1.4,0.35,18,reviewed,ok,ok
2023-05-09T19:49:03.864Z,63.4291,-147.6642,75.5,1.3,ml,,,,0.62,ak,ak0235xnxilz,2023-05-09T19:51:13.034Z,"Central Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-05-09T19:38:28.970Z,33.8746667,-117.4996667,-0.46,1.09,ml,27,65,0.07299,0.25,ci,ci40221799,2023-05-10T14:49:46.717Z,"2km E of Home Gardens, CA",quarry blast,0.55,31.61,0.092,16,reviewed,ci,ci
2023-05-09T19:33:04.080Z,32.6193333,-116.9891667,-0.36,1.57,ml,26,110,0.05111,0.26,ci,ci40221791,2023-05-10T14:43:30.389Z,"6km E of Chula Vista, CA",quarry blast,0.58,31.61,0.161,10,reviewed,ci,ci
2023-05-09T19:25:28.780Z,38.8406667,-122.81,0.09,1.29,md,40,38,0.01552,0.04,nc,nc73885786,2023-05-11T02:46:10.737Z,"8km WNW of Cobb, CA",earthquake,0.11,0.24,0.16,35,reviewed,nc,nc
2023-05-09T19:22:31.830Z,19.2308333333333,-155.377,31.68,1.68,md,31,159,,0.11,hv,hv73394177,2023-05-09T23:10:49.980Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.54,0.73,0.118990628754633,13,reviewed,hv,hv
2023-05-09T18:57:32.850Z,48.56066666666667,-122.81383333333333,26.2,1.51,ml,19,58,0.04484,0.15,uw,uw61923071,2023-05-09T20:30:24.880Z,"Washington",earthquake,0.35,0.5,0.13303042061237658,9,reviewed,uw,uw
2023-05-09T18:48:26.989Z,31.6906,-64.2574,7.566,4.3,mb,33,208,0.774,0.66,us,us6000kape,2023-05-09T19:51:52.550Z,"83 km SE of Hamilton, Bermuda",earthquake,9.78,6.298,0.064,72,reviewed,us,us
2023-05-09T18:48:23.920Z,34.38716667,-96.87066667,0,1.73,ml,75,86,0.3455321948,0.42,ok,ok2023jbhq,2023-05-09T18:57:37.187Z,"4 km WSW of Mill Creek, Oklahoma",quarry blast,,0.4,0.22,27,reviewed,ok,ok
2023-05-09T18:39:57.603Z,38.57,-119.389,0.6,1.3,ml,11,75.84,0.076,0.1535,nn,nn00859243,2023-05-09T20:33:50.532Z,"9 km NE of Walker, California",earthquake,,2.5,0.14,5,reviewed,nn,nn
2023-05-09T18:36:44.500Z,37.4558333,-121.7905,2.86,0.97,md,17,90,0.009574,0.08,nc,nc73885761,2023-05-10T18:41:21.877Z,"10km NNE of Alum Rock, CA",earthquake,0.31,0.36,0.246,15,reviewed,nc,nc
2023-05-09T18:32:43.340Z,19.1644992828369,-155.503173828125,33.4500007629395,2.02999997,md,32,118,,0.119999997,hv,hv73394107,2023-05-09T18:36:20.950Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.73,1.09000003,1.25999999,17,automatic,hv,hv
2023-05-09T18:22:24.956Z,61.1572,-151.0696,49.1,1.6,ml,,,,0.4,ak,ak0235xn6c9r,2023-05-09T18:24:20.851Z,"1 km NNE of Beluga, Alaska",earthquake,,1.3,,,automatic,ak,ak
2023-05-09T18:19:48.357Z,65.0582,-150.1111,7.6,1.3,ml,,,,0.85,ak,ak0235xn5qxf,2023-05-09T18:21:41.078Z,"25 km ENE of Manley Hot Springs, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-05-09T18:12:24.650Z,46.3026666666667,-111.627166666667,-2,1.59,ml,9,120,0.3284,0.09,mb,mb90012998,2023-05-09T19:30:28.050Z,"8 km WSW of Townsend, Montana",quarry blast,0.48,31.61,0.182396623341285,6,reviewed,mb,mb
2023-05-09T18:09:47.720Z,44.6658333,-110.005,15.16,1,md,7,169,0.08866,0.07,uu,uu60539491,2023-05-09T19:20:56.870Z,"37 km S of Silver Gate, Montana",earthquake,0.8,1.03,0.395,4,reviewed,uu,uu
2023-05-09T18:02:54.951Z,39.969,142.144,53.826,4.4,mb,55,131,1.163,0.55,us,us6000kap2,2023-05-10T04:49:53.836Z,"31 km ESE of Noda, Japan",earthquake,6.68,7.512,0.091,40,reviewed,us,us
2023-05-09T18:00:58.542Z,31.65101019,-104.2975477,8.702368164,2,ml,28,58,0.03464418379,0.3,tx,tx2023jbgc,2023-05-10T21:37:21.430Z,"58 km S of Whites City, New Mexico",earthquake,0.9113954085,0.9595619401,0.1,15,reviewed,tx,tx
2023-05-09T17:53:31.180Z,48.284,-121.69316666666667,3.94,1.07,md,6,117,0.07209,0.14,uw,uw61923056,2023-05-10T21:04:38.010Z,"2 km E of Swede Heaven, Washington",earthquake,0.55,5.53,0.1400906889448339,5,reviewed,uw,uw
2023-05-09T17:52:27.630Z,33.054,-114.9618333,-0.24,1.51,ml,8,189,0.08269,0.27,ci,ci40221743,2023-05-11T18:35:11.821Z,"45km NNW of Los Algodones, B.C., MX",quarry blast,1.32,31.61,0.026,3,reviewed,ci,ci
2023-05-09T17:43:29.750Z,19.2296657562256,-155.397994995117,30,1.82000005,md,30,159,,0.129999995,hv,hv73394077,2023-05-09T17:46:32.040Z,"Island of Hawaii, Hawaii",earthquake,0.68,0.75,0.980000019,7,automatic,hv,hv
2023-05-09T17:43:16.374Z,31.6122963,-103.9915442,8.895178223,2.2,ml,35,39,0.02359175269,0.2,tx,tx2023jbfl,2023-05-10T18:52:11.915Z,"37 km NNW of Toyah, Texas",earthquake,0.4857030361,0.5131692208,0.2,19,reviewed,tx,tx
2023-05-09T17:39:53.832Z,40.8059,-117.1681,3.4,2.4,ml,8,110.69,0.631,0.1982,nn,nn00859250,2023-05-09T21:45:02.853Z,"3 km WNW of Valmy, Nevada",earthquake,,5.2,0.19,6,reviewed,nn,nn
2023-05-09T17:28:49.800Z,65.3685,-145.0218,0,1.5,ml,,,,0.87,ak,ak0235xmm8vo,2023-05-09T17:30:55.126Z,"24 km SSW of Central, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-05-09T17:18:35.583Z,31.61145331,-104.0029718,9.267944336,1.9,ml,28,38,0.0151336503,0.2,tx,tx2023jber,2023-05-10T21:59:00.195Z,"38 km NNW of Toyah, Texas",earthquake,0.6530051737,0.6888190689,0.2,14,reviewed,tx,tx
2023-05-09T17:10:47.587Z,31.61297666,-103.9942372,8.45814209,2.3,ml,19,38,0.02119730821,0.1,tx,tx2023jbek,2023-05-10T14:14:07.881Z,"38 km NNW of Toyah, Texas",earthquake,0.43908568230000006,0.5050247994,0.1,24,reviewed,tx,tx
2023-05-09T17:09:29.390Z,60.9187,-149.2058,11.4,1.8,ml,,,,1.3,ak,ak0235xmi4p7,2023-05-09T17:12:32.665Z,"3 km SW of Girdwood, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-05-09T17:07:30.545Z,31.61101753,-103.9959764,8.136791992,2.7,ml,16,39,0.02055902824,0.1,tx,tx2023jbeh,2023-05-10T08:06:18.393Z,"38 km NNW of Toyah, Texas",earthquake,0.6497933014,0.8537914537,0.2,30,reviewed,tx,tx
2023-05-09T16:56:54.108Z,31.61250891,-103.9966558,8.92088623,2.6,ml,34,46,0.01942714495,0.2,tx,tx2023jbdz,2023-05-10T16:00:30.040Z,"38 km NNW of Toyah, Texas",earthquake,0.5133921895999999,0.494184149,0.2,17,reviewed,tx,tx
2023-05-09T16:48:28.900Z,19.40016746521,-155.289169311523,0.560000002384186,1.86,ml,15,88,,0.200000003,hv,hv73394057,2023-05-09T17:06:38.018Z,"7 km SW of Volcano, Hawaii",earthquake,0.42,0.280000001,0.25,7,automatic,hv,hv
2023-05-09T16:43:11.690Z,38.8393333,-122.8221667,2.13,1.05,md,35,62,0.01533,0.04,nc,nc73885736,2023-05-10T22:56:12.347Z,"9km WNW of Cobb, CA",earthquake,0.16,0.27,0.162,32,reviewed,nc,nc
2023-05-09T16:36:00.200Z,38.758667,-122.7013321,1.55,1.06,md,8,214,0.009631,0.06,nc,nc73885726,2023-05-09T16:52:13.197Z,"2km SSW of Anderson Springs, CA",earthquake,0.99,0.7,0.09,8,automatic,nc,nc
2023-05-09T16:17:11.199Z,34.538,-97.71166667,10.8,2.1,ml,29,90,0.1178768685,0.34,ok,ok2023jbcq,2023-05-11T22:06:34.445Z,"9 km NNW of Velma, Oklahoma",earthquake,,2.3,0.21,4,reviewed,ok,ok
2023-05-09T16:11:50.180Z,51.52,-177.382333333333,7.01,1.53,ml,7,282,,0.13,av,av91099383,2023-05-10T22:42:18.440Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.86,0.63,0.307416116880421,7,reviewed,av,av
2023-05-09T16:05:01.079Z,63.0555,-150.4268,81.4,1.8,ml,,,,0.56,ak,ak0235xlvs1n,2023-05-09T16:07:35.104Z,"Central Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-05-09T15:56:04.800Z,36.5351667,-121.087,9.22,1.7,md,35,119,0.04639,0.08,nc,nc73885716,2023-05-10T13:19:14.846Z,"5km E of Pinnacles, CA",earthquake,0.21,0.29,0.244,29,reviewed,nc,nc
2023-05-09T15:39:47.100Z,38.3001667,-122.628,6.33,1.52,md,21,51,0.0625,0.1,nc,nc73885711,2023-05-10T02:56:09.948Z,"3km E of Penngrove, CA",earthquake,0.21,0.56,0.34,26,reviewed,nc,nc
2023-05-09T15:22:07.602Z,36.4302,28.8639,24.786,4.3,mb,71,72,0.63,0.91,us,us6000kan7,2023-05-10T19:42:45.174Z,"29 km WSW of Ölüdeniz, Turkey",earthquake,3.37,5.487,0.093,33,reviewed,us,us
2023-05-09T15:19:13.637Z,63.8679,-148.7368,78,1.7,ml,,,,1.75,ak,ak0235xlddfn,2023-05-09T15:21:19.769Z,"11 km E of Healy, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-05-09T15:16:43.229Z,34.70516667,-96.13933333,22.95,1.39,ml,44,93,0.2096588578,0.35,ok,ok2023jbaq,2023-05-11T21:51:18.644Z,"9 km SW of Ashland, Oklahoma",earthquake,,1.6,0.2,9,reviewed,ok,ok
2023-05-09T15:10:37.790Z,19.1773333333333,-155.354,29.09,3.2,ml,49,174,,0.13,hv,hv73394007,2023-05-10T15:12:28.545Z,"13 km ESE of Pāhala, Hawaii",earthquake,0.44,0.52,0.189149266800012,27,reviewed,hv,hv
2023-05-09T14:58:45.740Z,46.609833333333334,-119.84533333333333,6.39,1.17,ml,15,103,0.05177,0.08,uw,uw61923011,2023-05-09T15:20:48.040Z,"9 km SE of Desert Aire, Washington",earthquake,0.25,0.16,0.12103196083682577,12,reviewed,uw,uw
2023-05-09T14:55:37.249Z,61.1076,-150.814,18.6,1.5,ml,,,,0.29,ak,ak0235xkzpfg,2023-05-09T14:58:44.479Z,"14 km ESE of Beluga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-05-09T14:55:16.300Z,36.5485,-121.0568333,10.67,1.76,md,26,115,0.033,0.1,nc,nc73885686,2023-05-10T02:11:16.685Z,"8km ENE of Pinnacles, CA",earthquake,0.46,0.46,0.218,29,reviewed,nc,nc
2023-05-09T14:53:50.314Z,64.7071,-147.6375,14.3,1.5,ml,,,,0.21,ak,ak0235xkzb07,2023-05-09T15:20:55.694Z,"11 km SSW of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-05-09T14:51:26.566Z,61.1411,-150.7083,16.6,1.8,ml,,,,0.42,ak,ak0235xkytqo,2023-05-09T14:52:44.557Z,"20 km E of Beluga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-05-09T14:49:47.492Z,64.5829,-148.0835,10.7,1.5,ml,,,,0.63,ak,ak0235xkyfx9,2023-05-09T14:51:12.697Z,"28 km SSW of South Van Horn, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-05-09T14:25:46.454Z,-5.4213,147.037,213.782,4.5,mb,28,76,3.959,0.83,us,us6000kamq,2023-05-09T14:44:49.040Z,"140 km E of Madang, Papua New Guinea",earthquake,9.24,7.863,0.118,21,reviewed,us,us
2023-05-09T14:25:27.540Z,36.7061667,-121.3813333,0.92,1.57,md,28,69,0.02801,0.14,nc,nc73885676,2023-05-10T00:02:10.939Z,"11km SSW of Tres Pinos, CA",earthquake,0.25,0.58,0.206,31,reviewed,nc,nc
2023-05-09T14:10:44.637Z,53.7235,-167.4107,91.035,4.9,mww,142,49,0.292,0.67,us,us6000kamj,2023-05-11T20:59:49.501Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,6.32,3.585,0.062,25,reviewed,us,us
2023-05-09T14:09:06.856Z,51.413,157.4113,149.551,4.5,mb,38,60,1.707,1.36,us,us6000kamp,2023-05-09T14:38:36.040Z,"63 km E of Ozernovskiy, Russia",earthquake,8,5.36,0.106,26,reviewed,us,us
2023-05-09T14:07:41.010Z,19.386833190918,-155.278503417969,1.52999997138977,1.70000005,md,11,106,,0.0900000036,hv,hv73393952,2023-05-09T14:13:13.150Z,"7 km SW of Volcano, Hawaii",earthquake,0.38,0.289999992,0.860000014,9,automatic,hv,hv
2023-05-09T14:00:18.935Z,63.0249,-151.5365,0,1.6,ml,,,,1.12,ak,ak0235xknvm7,2023-05-09T14:02:42.256Z,"58 km S of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-05-09T13:49:37.710Z,32.378,-115.235,14.08,1.84,ml,16,76,0.07224,0.29,ci,ci40221599,2023-05-11T18:39:43.868Z,"5km WNW of Delta, B.C., MX",earthquake,0.47,1.22,0.304,14,reviewed,ci,ci
2023-05-09T13:42:18.471Z,10.9654,92.0274,10,5.1,mb,108,73,0.982,1.26,us,us6000kalp,2023-05-09T15:44:46.718Z,"Andaman Islands, India region",earthquake,5.9,1.798,0.058,95,reviewed,us,us
2023-05-09T13:26:02.040Z,37.505,-121.8358333,3.96,0.98,md,11,75,0.0105,0.07,nc,nc73885666,2023-05-10T00:40:43.117Z,"11km NE of Milpitas, CA",earthquake,0.3,0.23,0.273,10,reviewed,nc,nc
2023-05-09T13:20:02.600Z,19.207332611084,-155.380172729492,28.9599990844727,1.79999995,md,31,180,,0.109999999,hv,hv73393922,2023-05-09T13:23:13.760Z,"10 km E of Pāhala, Hawaii",earthquake,0.84,0.870000005,1.02999997,3,automatic,hv,hv
2023-05-09T13:11:57.149Z,34.53916667,-97.7115,7,1.99,ml,32,90,0.1169770451,0.35,ok,ok2023jawn,2023-05-11T21:32:47.460Z,"9 km NNW of Velma, Oklahoma",earthquake,,1,0.15,5,reviewed,ok,ok
2023-05-09T12:46:56.402Z,-4.7043,133.8903,10,4.7,mb,35,134,2.414,0.88,us,us6000kakw,2023-05-09T13:13:20.040Z,"162 km NE of Tual, Indonesia",earthquake,8.83,1.896,0.106,29,reviewed,us,us
2023-05-09T12:45:39.960Z,38.7616653,-122.7051697,1.17,1.16,md,7,184,0.007967,0.02,nc,nc73885661,2023-05-09T15:34:10.670Z,"2km SW of Anderson Springs, CA",earthquake,0.58,0.47,0.2,8,automatic,nc,nc
2023-05-09T12:44:20.890Z,36.7251666666667,-89.5051666666667,6.63,1.77,md,30,66,0.02818,0.06,nm,nm60524521,2023-05-09T13:05:31.730Z,"southeastern Missouri",earthquake,0.19,0.47,0.118407031847004,24,reviewed,nm,nm
2023-05-09T12:34:07.592Z,58.3653,-154.8755,5.3,1.5,ml,,,,0.99,ak,ak0235xjo9w7,2023-05-10T19:55:18.510Z,"92 km NNW of Karluk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-05-09T12:24:54.540Z,19.1866666666667,-155.468,30.52,1.77,md,32,110,,0.11,hv,hv73393892,2023-05-09T23:16:16.250Z,"Island of Hawaii, Hawaii",earthquake,0.48,0.7,0.149727471042695,16,reviewed,hv,hv
2023-05-09T12:21:32.240Z,37.3338,-115.3839,0,1.1,ml,19,174.22,0.274,0.1471,nn,nn00859197,2023-05-09T15:46:33.407Z,"19 km W of Alamo, Nevada",earthquake,,0,0.17,15,reviewed,nn,nn
2023-05-09T12:21:17.180Z,19.5018333333333,-155.5815,10.8,2.31,ml,38,62,,0.14,hv,hv73393887,2023-05-09T20:48:59.040Z,"30 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.23,0.229317102256987,9,reviewed,hv,hv
2023-05-09T12:19:52.929Z,34.533,-97.73533333,19.92,1.52,ml,26,57,0.1052793406,0.35,ok,ok2023jauu,2023-05-11T21:16:58.360Z,"9 km NW of Velma, Oklahoma",earthquake,,1.4,0.25,4,reviewed,ok,ok
2023-05-09T12:18:35.320Z,33.9921667,-118.6315,3.01,1.24,ml,10,211,0.06809,0.14,ci,ci40221551,2023-05-10T13:26:40.229Z,"5km S of Las Flores, CA",earthquake,1.11,0.57,0.152,6,reviewed,ci,ci
2023-05-09T12:13:37.300Z,17.9901666666667,-66.9056666666667,9.23,2.38,md,8,142,0.02929,0.14,pr,pr71408658,2023-05-09T12:53:10.510Z,"Puerto Rico",earthquake,0.41,0.77,0.0365880648754349,3,reviewed,pr,pr
2023-05-09T12:04:35.969Z,34.54533333,-97.7005,6,1.72,ml,20,88,0.1223759857,0.32,ok,ok2023jauh,2023-05-11T19:47:13.188Z,"9 km NNW of Velma, Oklahoma",earthquake,,1.1,0.32,4,reviewed,ok,ok
2023-05-09T12:03:00.381Z,60.3959,-152.5335,82.8,1.6,ml,,,,0.26,ak,ak0235xjhm52,2023-05-09T12:21:01.135Z,"61 km NW of Ninilchik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2023-05-09T11:56:02.022Z,56.7542,-158.0252,5,2.4,ml,,,,0.95,ak,ak0235xj7jm2,2023-05-10T20:33:24.550Z,"56 km NNE of Chignik, Alaska",earthquake,,9.7,,,automatic,ak,ak
2023-05-09T11:50:05.370Z,19.4445,-155.3075,3.47,2.26,ml,35,84,,0.1,hv,hv73393862,2023-05-09T20:44:43.760Z,"7 km W of Volcano, Hawaii",earthquake,0.23,0.53,0.193601211855569,12,reviewed,hv,hv
2023-05-09T11:46:23.780Z,17.9891666666667,-66.9708333333333,5.42,1.49,md,3,181,0.07256,0.03,pr,pr71408678,2023-05-09T18:38:58.280Z,"5 km W of Fuig, Puerto Rico",earthquake,1.68,1.91,0.0967147957506097,2,reviewed,pr,pr
2023-05-09T11:43:33.060Z,36.0665,-120.6525,0.24,1.02,md,18,120,0.04569,0.19,nc,nc73885641,2023-05-10T22:35:15.204Z,"23km ENE of San Ardo, CA",earthquake,0.51,1.52,0.199,11,reviewed,nc,nc
2023-05-09T11:32:59.020Z,34.5515,-97.71033333,11.73,1.63,ml,28,67,0.112477928,0.4,ok,ok2023jatg,2023-05-11T19:36:31.610Z,"10 km NNW of Velma, Oklahoma",earthquake,,2.3,0.12,3,reviewed,ok,ok
2023-05-09T11:25:11.090Z,32.6635,-115.792,9.56,1.41,ml,29,52,0.05713,0.19,ci,ci40221535,2023-05-09T20:38:24.736Z,"20km ESE of Ocotillo, CA",earthquake,0.31,0.49,0.167,18,reviewed,ci,ci
2023-05-09T11:20:42.620Z,33.191,-115.9726667,8.32,1.12,ml,42,68,0.01797,0.2,ci,ci40221527,2023-05-09T20:20:00.271Z,"12km S of Salton City, CA",earthquake,0.25,0.51,0.114,17,reviewed,ci,ci
2023-05-09T11:08:20.190Z,34.706,-96.1675,7,1.3,ml,27,110,0.1871632722,0.37,ok,ok2023jasl,2023-05-11T19:22:02.696Z,"11 km SW of Ashland, Oklahoma",earthquake,,1.6,0.37,4,reviewed,ok,ok
2023-05-09T11:00:27.920Z,37.6611667,-118.855,2.8,1.06,md,16,85,0.0277,0.07,nc,nc73885636,2023-05-10T22:25:12.141Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.31,0.73,0.132,14,reviewed,nc,nc
2023-05-09T10:57:06.820Z,34.5415,-97.70866667,7,1.69,ml,26,89,0.1178768685,0.42,ok,ok2023jasb,2023-05-11T19:04:12.396Z,"9 km NNW of Velma, Oklahoma",earthquake,,1.3,0.17,4,reviewed,ok,ok
2023-05-09T10:53:21.170Z,38.9836667,-123.2436667,7.52,1.32,md,20,58,0.05883,0.07,nc,nc73885626,2023-05-10T02:00:13.813Z,"11km ESE of Boonville, CA",earthquake,0.18,0.51,0.118,17,reviewed,nc,nc
2023-05-09T10:45:17.161Z,37.1974,-104.7447,5.922,1.7,ml,5,149,0.081,0.23,us,us6000kakp,2023-05-09T13:52:07.040Z,"8 km N of Segundo, Colorado",earthquake,1.31,2.958,0.109,11,reviewed,us,us
2023-05-09T10:43:50.040Z,51.8515,-178.074,3.36,1.66,ml,5,204,,0.13,av,av91880166,2023-05-10T20:55:44.350Z,"99 km W of Adak, Alaska",earthquake,0.57,0.38,0.222267250499838,5,reviewed,av,av
2023-05-09T10:33:20.700Z,37.663,-118.8536667,2.16,1.25,md,16,87,0.02871,0.04,nc,nc73885616,2023-05-11T01:28:11.260Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.3,0.69,0.147,15,reviewed,nc,nc
2023-05-09T10:29:55.099Z,62.1289,-145.6572,20.9,2,ml,,,,0.94,ak,ak0235xigfrp,2023-05-09T10:31:50.583Z,"6 km WNW of Glennallen, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-05-09T10:18:37.220Z,58.1826666666667,-155.276666666667,1.9,1.01,ml,8,187,,0.06,av,av91880146,2023-05-10T20:53:47.570Z,"83 km NW of Karluk, Alaska",earthquake,0.3,0.6,0.438908920614044,8,reviewed,av,av
2023-05-09T10:18:31.620Z,34.53933333,-97.71516667,11.05,1.63,ml,34,61,0.1151773983,0.31,ok,ok2023jaqu,2023-05-11T18:47:10.478Z,"9 km NNW of Velma, Oklahoma",earthquake,,1.8,0.29,4,reviewed,ok,ok
2023-05-09T10:11:28.328Z,26.8877,55.1396,10,4.4,mb,53,103,2.159,0.57,us,us6000kaki,2023-05-09T11:43:03.040Z,"southern Iran",earthquake,8.45,1.871,0.084,41,reviewed,us,us
