time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-08T05:11:14.070Z,36.097,-117.8571667,1.48,1.9,ml,25,68,0.02062,0.16,ci,ci40220687,2023-05-08T19:31:10.523Z,"10km NE of Coso Junction, CA",earthquake,0.21,0.3,0.15,17,reviewed,ci,ci
2023-05-08T05:08:45.148Z,60.4107,-147.7999,4,1.2,ml,,,,0.63,ak,ak0235vrteg2,2023-05-11T22:48:27.355Z,"40 km NNE of Chenega, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-08T05:00:45.629Z,56.7238,-155.8874,75.8,1.9,ml,,,,0.62,ak,ak0235vrror6,2023-05-11T22:48:27.156Z,"107 km WSW of Akhiok, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-08T05:00:01.000Z,48.46633333333333,-123.68933333333334,3.78,1.2,ml,14,78,0.1182,0.23,uw,uw61922501,2023-05-08T20:14:05.045Z,"Washington-British Columbia border region",earthquake,0.36,20.84,0.157573761946742,11,reviewed,uw,uw
2023-05-08T04:56:12.312Z,51.78,-179.354,82.9,2.4,ml,,,,0.61,ak,ak0235vri6of,2023-05-11T22:48:26.955Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-05-08T04:55:49.785Z,31.68050293,-104.5290091,5.643115234,1.9,ml,19,80,0.02686388089,0.2,tx,tx2023iykr,2023-05-11T18:25:00.307Z,"56 km SSW of Whites City, New Mexico",earthquake,2.202610888,1.136228576,0.1,23,reviewed,tx,tx
2023-05-08T04:53:14.474Z,37.6113,20.0234,45.374,4.4,mb,54,103,1.575,0.65,us,us6000kabj,2023-05-08T06:00:24.109Z,"69 km WSW of Katastárion, Greece",earthquake,6.56,11.256,0.099,29,reviewed,us,us
2023-05-08T04:34:38.913Z,59.9255,-141.1962,0.6,1.4,ml,,,,0.7,ak,ak0235vrdj5r,2023-05-11T22:48:23.376Z,"92 km WNW of Yakutat, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-08T04:34:25.138Z,48.4617,-123.6913,10.733,1.9,ml,37,74,0.121,0.28,us,us6000kabe,2023-05-08T14:53:24.615Z,"10 km NNE of Sooke, Canada",earthquake,0.8,5.121,0.055,44,reviewed,us,us
2023-05-08T04:22:12.740Z,35.108,-95.54116667,7.34,1.73,ml,61,64,0.1106782811,0.26,ok,ok2023iyjo,2023-05-09T13:03:52.174Z,"11 km E of Crowder, Oklahoma",earthquake,,0.7,0.25,13,reviewed,ok,ok
2023-05-08T04:06:03.300Z,19.1728324890137,-155.498336791992,35.2900009155273,2.09,ml,40,103,,0.109999999,hv,hv73392192,2023-05-08T04:11:35.510Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.57,0.810000002,5.35,3,automatic,hv,hv
2023-05-08T04:03:24.899Z,12.9959,57.9456,10,4.7,mb,79,117,12,0.54,us,us6000kabb,2023-05-08T04:23:38.040Z,"Owen Fracture Zone region",earthquake,9.6,1.833,0.067,68,reviewed,us,us
2023-05-08T03:58:09.504Z,57.6385,-155.7068,80.2,1.5,ml,,,,0.37,ak,ak0235vqx69h,2023-05-11T22:48:23.161Z,"75 km W of Karluk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-05-08T03:57:40.270Z,19.4156666666667,-155.3175,4.06,2.21,ml,31,80,,0.11,hv,hv73392187,2023-05-09T00:33:00.430Z,"9 km WSW of Volcano, Hawaii",earthquake,0.28,0.46,0.124856152923998,7,reviewed,hv,hv
2023-05-08T03:55:50.802Z,63.1349,-150.5439,107.3,1,ml,,,,0.36,ak,ak0235vqwmbs,2023-05-11T22:48:26.762Z,"72 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-08T03:54:50.959Z,31.65322624,-104.4557979,6.080151367,2,ml,19,84,0.02048381434,0.2,tx,tx2023iyir,2023-05-11T18:59:49.276Z,"58 km S of Whites City, New Mexico",earthquake,1.622366004,0.8438411962,0.1,14,reviewed,tx,tx
2023-05-08T03:53:41.415Z,31.64947838,-104.4659875,6.182983398,2.6,ml,27,66,0.0297275189,0.1,tx,tx2023iyip,2023-05-10T08:50:41.628Z,"58 km S of Whites City, New Mexico",earthquake,1.254066313,0.7190110194,0.1,19,reviewed,tx,tx
2023-05-08T03:46:41.755Z,57.0298,-155.207,7.2,1.8,ml,,,,0.8,ak,ak0235vquo7u,2023-05-11T22:48:22.943Z,"63 km W of Akhiok, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-08T03:44:52.018Z,51.5229,-177.7379,6.7,1.9,ml,,,,0.48,ak,ak0235vqu9jl,2023-05-11T22:48:26.565Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-05-08T03:40:30.780Z,37.2995,-119.9976667,26.23,2.28,md,9,93,0.1478,0.12,nc,nc73885251,2023-05-10T04:28:13.554Z,"21km SSW of Bootjack, CA",earthquake,0.49,0.87,0.179,14,reviewed,nc,nc
2023-05-08T03:33:38.230Z,65.4203,-144.7023,15.4,1.6,ml,,,,0.64,ak,ak0235vqrvop,2023-05-11T22:48:22.710Z,"northern Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-08T03:28:13.490Z,38.8199997,-122.8034973,2.6,1.03,md,16,86,0.006155,0.02,nc,nc73885246,2023-05-08T03:45:16.967Z,"6km NW of The Geysers, CA",earthquake,0.31,0.52,0.26,18,automatic,nc,nc
2023-05-08T03:24:04.560Z,36.1175,-121.5965,15.28,0.95,md,9,201,0.07294,0.12,nc,nc73885241,2023-05-10T00:44:12.290Z,"11km NNW of Lopez Point, CA",earthquake,0.77,1.26,0.082,8,reviewed,nc,nc
2023-05-08T03:18:57.243Z,61.3028,-150.8603,66.6,1.1,ml,,,,0.42,ak,ak0235vqopbw,2023-05-11T22:48:26.363Z,"21 km NNE of Beluga, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-08T03:01:31.760Z,19.3731670379639,-155.292495727539,0.790000021457672,1.74000001,md,9,109,,0.100000001,hv,hv73392167,2023-05-08T03:04:32.500Z,"Island of Hawaii, Hawaii",earthquake,0.33,0.430000007,1.13999999,5,automatic,hv,hv
2023-05-08T03:00:51.060Z,35.8595,-96.69,7.44,1.02,ml,46,53,0.1565692758,0.21,ok,ok2023iygw,2023-05-09T12:50:30.109Z,"11 km WSW of Shamrock, Oklahoma",earthquake,,0.5,0.19,18,reviewed,ok,ok
2023-05-08T02:59:53.070Z,38.8419991,-122.8404999,1.85,1.06,md,20,90,0.01842,0.02,nc,nc73885231,2023-05-08T05:44:10.744Z,"10km NW of The Geysers, CA",earthquake,0.23,0.45,0.14,20,automatic,nc,nc
2023-05-08T02:54:05.814Z,51.116,178.7501,16,2.8,ml,,,,0.8,ak,ak0235vqavj9,2023-05-11T22:48:26.167Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-05-08T02:45:13.972Z,63.2263,-150.5841,117.7,1.4,ml,,,,0.57,ak,ak0235vq8yxu,2023-05-11T22:48:22.465Z,"Central Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-08T02:42:52.662Z,62.4297,-149.5243,69,1.1,ml,,,,0.67,ak,ak0235vq8ems,2023-05-11T22:48:22.268Z,"29 km E of Chase, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-05-08T02:38:08.280Z,38.7975006,-122.7383347,1.85,1.07,md,14,104,0.0143,0.02,nc,nc73885216,2023-05-08T05:24:16.611Z,"3km NE of The Geysers, CA",earthquake,0.31,0.68,0.23,14,automatic,nc,nc
2023-05-08T02:34:02.863Z,-28.6913,-71.3262,37.684,4.6,mb,31,141,0.533,0.72,us,us6000kab3,2023-05-08T02:48:44.040Z,"56 km WSW of Vallenar, Chile",earthquake,4.76,7.145,0.055,99,reviewed,us,us
2023-05-08T02:28:09.940Z,18.738,-64.925,30.03,3.06,md,3,296,0.4296,0.02,pr,pr71408468,2023-05-08T03:35:46.750Z,"43 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.89,4.46,0.153498577818534,2,reviewed,pr,pr
2023-05-08T02:27:39.914Z,63.0352,-150.4016,90.2,1,ml,,,,0.36,ak,ak0235vq54yq,2023-05-11T22:48:22.066Z,"62 km NNE of Petersville, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-05-08T02:27:34.390Z,34.51616667,-97.215,3.14,2.18,ml,92,65,0.1277749262,0.28,ok,ok2023iyft,2023-05-11T15:06:39.248Z,"8 km W of Davis, Oklahoma",earthquake,,0.7,0.24,31,reviewed,ok,ok
2023-05-08T02:14:17.402Z,65.4211,-144.6813,8.9,1.2,ml,,,,0.67,ak,ak0235vq2buj,2023-05-11T22:48:21.409Z,"17 km SSE of Central, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-08T02:12:29.538Z,63.4358,-149.3589,91.1,1.1,ml,,,,0.73,ak,ak0235vq1xmp,2023-05-11T22:48:21.611Z,"Central Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-08T02:12:04.870Z,47.74816666666667,-122.89633333333333,17,1.35,ml,18,93,0.05963,0.22,uw,uw61922471,2023-05-08T05:11:43.190Z,"Olympic Peninsula, Washington",earthquake,0.62,0.73,0.15536359328515692,8,reviewed,uw,uw
2023-05-08T02:05:44.504Z,65.39,-144.726,4.5,1.3,ml,,,,0.81,ak,ak0235vq0gpv,2023-05-11T22:48:21.207Z,"northern Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-08T02:05:00.792Z,37.2274,139.8529,127.564,4.3,mb,26,138,1.485,0.73,us,us6000kaay,2023-05-10T03:41:47.778Z,"33 km NW of Nasushiobara, Japan",earthquake,11.97,10.836,0.1,28,reviewed,us,us
2023-05-08T02:04:46.432Z,57.4546,-155.6052,4.1,1.3,ml,,,,0.42,ak,ak0235vq08uh,2023-05-11T22:48:20.997Z,"Alaska Peninsula",earthquake,,0.5,,,reviewed,ak,ak
2023-05-08T02:02:31.790Z,61.1771,-147.3118,2.7,1.3,ml,,,,0.7,ak,ak0235vpzsaz,2023-05-11T22:48:20.743Z,"48 km NW of Tatitlek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-08T01:49:37.871Z,69.0643,-144.6693,0.6,2.6,ml,,,,0.87,ak,ak0235vpoft7,2023-05-11T22:48:20.473Z,"110 km NNE of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-08T01:49:05.060Z,19.4106666666667,-155.317833333333,3.75,1.85,md,20,78,,0.08,hv,hv73392107,2023-05-09T01:03:57.070Z,"Hawaii region, Hawaii",earthquake,0.28,0.5,0.0644266444465669,6,reviewed,hv,hv
2023-05-08T01:49:05.040Z,19.4118328094482,-155.306838989258,3.5699999332428,1.85000002,md,20,62,,0.189999998,hv,hv73392117,2023-05-08T01:52:16.230Z,"8 km WSW of Volcano, Hawaii",earthquake,0.46,0.730000019,1.03999996,13,automatic,hv,hv
2023-05-08T01:48:00.900Z,17.9505,-66.8328333333333,14.7,2.44,md,11,216,0.05049,0.1,pr,pr71408463,2023-05-08T02:10:53.660Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.56,0.48,0.0978003845402973,4,reviewed,pr,pr
2023-05-08T01:44:31.540Z,38.7816658,-122.7331696,1.96,1.05,md,14,80,0.003191,0.03,nc,nc73885201,2023-05-08T04:24:10.394Z,"2km ENE of The Geysers, CA",earthquake,0.3,0.72,0.18,13,automatic,nc,nc
2023-05-08T01:36:25.606Z,56.2611,-134.7457,9.9,1.9,ml,,,,0.56,ak,ak0235vplmmm,2023-05-11T22:48:20.296Z,"6 km WNW of Port Alexander, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-08T01:19:21.822Z,40.1856,-119.7998,6.3,1.6,ml,5,233.16,0.054,0.1818,nn,nn00859184,2023-05-08T21:43:49.441Z,"Nevada",earthquake,,2,0.46,5,reviewed,nn,nn
2023-05-08T01:16:07.449Z,67.2277,-169.9035,21,2.2,ml,,,,0.55,ak,ak0235vphaug,2023-05-11T22:48:25.978Z,"169 km NNW of Diomede, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-05-08T01:00:03.360Z,17.1125,-104.0048,18.044,4.4,mb,34,236,3.648,1.15,us,us6000kaaq,2023-05-08T01:30:35.833Z,"off the coast of Michoacan, Mexico",earthquake,13.22,7.919,0.071,57,reviewed,us,us
2023-05-08T00:57:05.200Z,36.5625,-121.16,7.03,1.01,md,23,116,0.02242,0.09,nc,nc73885186,2023-05-10T00:32:12.106Z,"4km NNW of Pinnacles, CA",earthquake,0.22,0.33,0.359,19,reviewed,nc,nc
2023-05-08T00:56:19.560Z,33.1943333,-116.1823333,5.25,1.28,ml,51,31,0.04039,0.19,ci,ci40220663,2023-05-08T17:03:27.706Z,"7km NW of Ocotillo Wells, CA",earthquake,0.2,0.36,0.157,32,reviewed,ci,ci
2023-05-08T00:51:55.846Z,-2.7512,-78.9266,89.603,5.2,mww,113,39,1.25,0.58,us,us6000kaam,2023-05-09T04:35:04.934Z,"8 km W of Azogues, Ecuador",earthquake,5.38,3.995,0.053,34,reviewed,us,us
2023-05-08T00:47:45.192Z,66.466,-150.2535,13.6,1.9,ml,,,,0.74,ak,ak0235vp2ld2,2023-05-11T22:48:19.839Z,"73 km NW of Stevens Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-08T00:45:21.094Z,65.399,-144.6848,3.8,1.2,ml,,,,0.73,ak,ak0235vp24gv,2023-05-11T22:48:19.630Z,"20 km SSE of Central, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-08T00:43:35.193Z,31.57153341,-104.1579167,8.933740234,2.4,ml,42,63,0.02821826794,0.2,tx,tx2023iycj,2023-05-10T18:44:31.888Z,"44 km NW of Toyah, Texas",earthquake,0.6913298028,0.709596756,0.1,18,reviewed,tx,tx
2023-05-08T00:38:11.280Z,37.2901667,-121.6616667,5.99,1.63,md,51,41,0.03244,0.07,nc,nc73885176,2023-05-08T08:39:14.944Z,"16km E of Seven Trees, CA",earthquake,0.11,0.22,0.217,49,reviewed,nc,nc
2023-05-08T00:36:40.230Z,47.4681666666667,-115.785166666667,0.02,1.27,ml,9,108,0.5198,0.17,mb,mb90013113,2023-05-09T22:19:30.520Z,"1 km E of Mullan, Idaho",earthquake,0.65,31.61,0.216696902878383,4,reviewed,mb,mb
2023-05-08T00:30:10.857Z,61.1155,-151.437,75.8,1.2,ml,,,,0.74,ak,ak0235voyvi5,2023-05-11T22:48:19.184Z,"17 km WNW of Tyonek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-08T00:23:21.350Z,19.1523342132568,-155.464172363281,30.2800006866455,1.89999998,md,18,247,,0.159999996,hv,hv73392072,2023-05-08T00:26:27.400Z,"Island of Hawaii, Hawaii",earthquake,2.41,1.88,0.949999988,3,automatic,hv,hv
2023-05-08T00:22:37.819Z,61.1587,-152.0747,94.6,1.4,ml,,,,0.54,ak,ak0235vox7v2,2023-05-11T22:48:19.408Z,"51 km W of Tyonek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-08T00:20:12.470Z,56.9142,-158.0875,2.3,1.7,ml,,,,0.48,ak,ak0235vowqhv,2023-05-11T22:48:18.982Z,"71 km NNE of Chignik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-08T00:18:05.557Z,65.3897,-144.7125,2.7,1.6,ml,,,,0.82,ak,ak0235vowaj4,2023-05-11T22:48:18.749Z,"20 km SSE of Central, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-08T00:01:19.434Z,57.9763,-153.8554,3,2.3,ml,,,,0.75,ak,ak0235vosogh,2023-05-11T22:48:18.445Z,"49 km N of Larsen Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-07T23:52:25.593Z,59.7526,-152.8573,82.1,1.3,ml,,,,0.37,ak,ak0235uf98s1,2023-05-11T01:56:34.237Z,"57 km W of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-07T23:48:37.970Z,33.3808333,-116.4285,11.23,1.2,ml,52,43,0.07449,0.17,ci,ci40220639,2023-05-09T00:09:32.350Z,"15km NNW of Borrego Springs, CA",earthquake,0.18,0.35,0.192,27,reviewed,ci,ci
2023-05-07T23:47:51.278Z,63.2543,-150.4935,114,1.3,ml,,,,0.43,ak,ak0235uf88hk,2023-05-11T01:56:34.028Z,"69 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-05-07T23:36:05.137Z,58.254,-154.8325,94.8,1.1,ml,,,,0.32,ak,ak0235uf5rsx,2023-05-11T01:56:37.518Z,"79 km NNW of Karluk, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-05-07T23:33:42.181Z,29.2196,-102.9087,5,2.5,ml,35,171,0.664,0.78,us,us6000kaa8,2023-05-10T20:00:17.074Z,"Texas-Coahuila border region",earthquake,2.2,1.924,0.077,35,reviewed,us,us
2023-05-07T23:31:30.299Z,60.2207,-152.0484,82.6,2.5,ml,,,,0.74,ak,ak0235uf4r3i,2023-05-11T01:56:33.488Z,"28 km NW of Ninilchik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-07T23:22:28.710Z,35.044,-117.6643333,-0.79,1.69,ml,20,46,0.1125,0.13,ci,ci40220623,2023-05-08T23:44:11.260Z,"5km NNW of Boron, CA",quarry blast,0.32,31.61,0.166,25,reviewed,ci,ci
2023-05-07T23:21:42.336Z,31.56897945,-104.1635464,7.93112793,2.4,ml,17,68,0.03351911537,0.1,tx,tx2023ixzj,2023-05-08T19:36:42.035Z,"45 km NW of Toyah, Texas",earthquake,1.005709024,1.113810566,0.1,7,reviewed,tx,tx
2023-05-07T23:03:03.793Z,31.56760573,-104.1624621,8.75378418,2,ml,32,63,0.03304669399,0.3,tx,tx2023ixza,2023-05-10T21:41:34.311Z,"44 km NW of Toyah, Texas",earthquake,1.068776032,1.042866347,0.2,14,reviewed,tx,tx
2023-05-07T23:01:43.210Z,61.0565,-151.4249,62.5,1.6,ml,,,,0.65,ak,ak0235ueyayt,2023-05-11T01:56:33.216Z,"15 km W of Tyonek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-07T23:00:54.590Z,35.9931667,-117.3516667,4.51,1.52,ml,22,95,0.1161,0.15,ci,ci40220615,2023-05-08T23:39:54.800Z,"26km N of Searles Valley, CA",earthquake,0.3,1.07,0.099,11,reviewed,ci,ci
2023-05-07T22:59:01.760Z,38.5185,-122.603,7.97,2.17,md,89,37,0.07634,0.14,nc,nc73885146,2023-05-08T09:25:15.243Z,"7km SSW of Calistoga, CA",earthquake,0.16,0.42,0.176,89,reviewed,nc,nc
2023-05-07T22:58:42.095Z,59.7525,-153.103,106.1,2.9,ml,,,,0.72,ak,ak0235uep4oz,2023-05-11T01:56:32.852Z,"56 km E of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-07T22:33:13.087Z,63.1972,-150.5304,117.1,1.6,ml,,,,0.74,ak,ak0235uejpmy,2023-05-11T01:56:32.391Z,"70 km ESE of Denali National Park, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-07T22:29:40.690Z,38.7960014,-122.7301636,1.74,1.14,md,11,176,0.01374,0.02,nc,nc73885141,2023-05-08T01:05:14.869Z,"3km SSW of Cobb, CA",earthquake,0.42,0.8,0.12,12,automatic,nc,nc
2023-05-07T22:25:58.563Z,60.9106,-151.9347,75.6,1.5,ml,,,,0.72,ak,ak0235uei34z,2023-05-11T01:56:32.148Z,"42 km NW of Nikiski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-07T22:25:37.565Z,63.1448,-151.3412,8.2,1.2,ml,,,,1.03,ak,ak0235uei1to,2023-05-11T01:56:37.313Z,"Central Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-07T22:23:42.155Z,52.5588,-168.4738,17.5,2.3,ml,,,,0.47,ak,ak0235uehn1k,2023-05-11T01:56:31.957Z,"49 km SSE of Nikolski, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-05-07T22:15:26.200Z,37.7671667,-122.5758333,10.19,1.16,md,25,162,0.08471,0.07,nc,nc73885136,2023-05-10T00:22:15.051Z,"8km WNW of San Francisco Zoo, CA",earthquake,0.29,0.64,0.148,19,reviewed,nc,nc
2023-05-07T22:13:57.230Z,38.8041649,-122.8143311,2.71,1.09,md,27,62,0.01251,0.02,nc,nc73885131,2023-05-07T22:50:13.178Z,"6km WNW of The Geysers, CA",earthquake,0.21,0.4,0.13,28,automatic,nc,nc
2023-05-07T22:12:40.890Z,34.0428333,-117.2001667,11.92,1.35,ml,47,64,0.07324,0.15,ci,ci40220607,2023-05-08T23:37:46.880Z,"2km SW of Redlands, CA",earthquake,0.19,0.38,0.181,25,reviewed,ci,ci
2023-05-07T22:11:41.150Z,32.5973333,-115.7388333,6.47,1.91,ml,28,63,0.0529,0.17,ci,ci40220599,2023-05-08T23:19:07.757Z,"15km W of Progreso, B.C., MX",earthquake,0.22,0.47,0.243,26,reviewed,ci,ci
2023-05-07T22:08:50.630Z,18.0176666666667,-66.771,14.55,2.49,md,5,168,0.1114,0.06,pr,pr71408448,2023-05-07T22:23:54.880Z,"Puerto Rico region",earthquake,0.42,0.92,0.0855729867520842,4,reviewed,pr,pr
2023-05-07T22:06:19.342Z,60.3756,-152.4321,93.8,1,ml,,,,0.42,ak,ak0235uedxta,2023-05-11T01:56:37.115Z,"55 km NW of Ninilchik, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-05-07T22:05:13.450Z,51.8995,-178.176,13.56,1.2,ml,4,296,,0.08,av,av91878481,2023-05-09T18:47:38.790Z,"106 km W of Adak, Alaska",earthquake,1.14,0.6,0.280685744579278,4,reviewed,av,av
2023-05-07T21:58:27.308Z,0.9448,126.1654,35,4.9,mb,114,65,1.213,0.64,us,us6000ka9r,2023-05-09T03:14:47.040Z,"127 km ESE of Bitung, Indonesia",earthquake,6.91,1.872,0.056,101,reviewed,us,us
2023-05-07T21:53:07.682Z,-24.3606,179.8975,540.461,4.6,mb,45,70,5.525,0.55,us,us6000ka9m,2023-05-09T02:52:41.040Z,"south of the Fiji Islands",earthquake,13.83,8.273,0.037,222,reviewed,us,us
2023-05-07T21:37:42.370Z,39.1515,-123.5905,5,1.62,md,18,90,0.06018,0.09,nc,nc73885116,2023-05-10T03:51:11.322Z,"16km ESE of Navarro Head, CA",earthquake,0.23,0.54,0.239,17,reviewed,nc,nc
2023-05-07T21:26:22.850Z,38.8268333,-122.8515,2.3,1.23,md,35,61,0.004257,0.03,nc,nc73885106,2023-05-10T02:53:15.078Z,"10km NW of The Geysers, CA",earthquake,0.16,0.2,0.184,31,reviewed,nc,nc
2023-05-07T21:19:38.530Z,61.6311,-151.728,4,1.1,ml,,,,1.03,ak,ak0235udvbz6,2023-05-11T01:56:31.721Z,"43 km SSW of Skwentna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-07T21:16:21.025Z,38.5787,-115.5161,1.3,1.5,ml,3,217.1,0.975,0.0612,nn,nn00859257,2023-05-09T23:02:16.989Z,"53 km SW of Lund, Nevada",earthquake,,19.7,0.07,2,reviewed,nn,nn
2023-05-07T21:12:26.384Z,60.7685,-145.7963,11.1,1.9,ml,,,,0.75,ak,ak0235udtszo,2023-05-11T01:56:31.438Z,"25 km N of Cordova, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-07T21:08:29.630Z,38.8323326,-122.8188324,1.45,1.03,md,14,70,0.01564,0.01,nc,nc73885086,2023-05-07T23:39:11.331Z,"8km NW of The Geysers, CA",earthquake,0.24,0.75,0.31,15,automatic,nc,nc
2023-05-07T20:57:19.624Z,61.1061,-150.9684,47.2,1.5,ml,,,,0.63,ak,ak0235udi03f,2023-05-11T01:56:31.194Z,"7 km ESE of Beluga, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-07T20:48:55.571Z,60.6582,-151.7783,73.9,1,ml,,,,0.34,ak,ak0235udg5h1,2023-05-11T01:56:36.702Z,"25 km W of Salamatof, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-05-07T20:38:10.840Z,40.737,-112.0583333,8.29,1.09,md,10,81,0.0198,0.04,uu,uu60539391,2023-05-08T18:20:01.740Z,"4 km NE of Magna, Utah",earthquake,0.33,0.65,0.121,3,reviewed,uu,uu
2023-05-07T20:36:57.560Z,38.8315,-122.8153333,2.1,1.66,md,51,28,0.009076,0.06,nc,nc73885071,2023-05-10T05:55:11.122Z,"8km NW of The Geysers, CA",earthquake,0.15,0.2,0.134,40,reviewed,nc,nc
2023-05-07T20:19:32.830Z,35.4861667,-120.8048333,5.78,1.89,md,52,42,0.07383,0.06,nc,nc73885061,2023-05-08T09:53:18.455Z,"9km ENE of Cayucos, CA",earthquake,0.14,0.37,0.164,35,reviewed,nc,nc
2023-05-07T20:12:33.328Z,56.0297,-157.3586,15,1.9,ml,,,,0.51,ak,ak0235ud8dz8,2023-05-11T01:56:36.304Z,"71 km ESE of Chignik, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2023-05-07T20:07:34.510Z,39.4868333,-123.3076667,7.81,1.64,md,18,78,0.02912,0.05,nc,nc73885056,2023-05-10T03:23:11.136Z,"8km NE of Brooktrails, CA",earthquake,0.24,0.33,0.179,21,reviewed,nc,nc
2023-05-07T20:02:27.635Z,32.74108887,-100.6604897,9.146077474,1.9,ml,20,80,0.08899618657,0.1,tx,tx2023ixtb,2023-05-08T18:40:08.934Z,"14 km NE of Hermleigh, Texas",earthquake,0.7683551086,1.1612103060000003,0.1,6,reviewed,tx,tx
2023-05-07T20:00:00.198Z,57.5345,-154.2602,37,1.4,ml,,,,0.37,ak,ak0235ucx32c,2023-05-11T16:51:03.096Z,"12 km ESE of Karluk, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-05-07T19:57:17.910Z,38.7883333,-122.7678333,0.96,1.51,md,43,74,0.01382,0.07,nc,nc73885051,2023-05-10T05:29:11.956Z,"2km NW of The Geysers, CA",earthquake,0.13,0.28,0.24,34,reviewed,nc,nc
2023-05-07T19:53:15.840Z,32.706,-115.5318333,4.8,2.3,ml,29,118,0.0702,0.3,ci,ci40220559,2023-05-08T23:13:25.187Z,"3km S of Heber, CA",earthquake,0.55,1.05,0.14,29,reviewed,ci,ci
2023-05-07T19:43:18.210Z,19.4108333587646,-155.32600402832,2.44000005722046,1.9,ml,17,81,,0.140000001,hv,hv73391872,2023-05-07T19:48:49.670Z,"10 km WSW of Volcano, Hawaii",earthquake,0.35,0.449999988,0.2,3,automatic,hv,hv
2023-05-07T19:33:43.161Z,60.7518,-150.9992,14.9,1,ml,,,,0.88,ak,ak0235ucrh4l,2023-05-11T01:56:30.974Z,"17 km ENE of Nikiski, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-05-07T19:19:06.099Z,60.0686,-152.124,79,1,ml,,,,0.22,ak,ak0235ucoea9,2023-05-11T01:56:35.896Z,"25 km W of Ninilchik, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-05-07T19:00:09.720Z,19.154167175293,-155.47883605957,30.1900005340576,1.87,md,32,168,,0.119999997,hv,hv73391842,2023-05-07T19:03:23.330Z,"5 km S of Pāhala, Hawaii",earthquake,0.86,1.29999995,1.87,4,automatic,hv,hv
2023-05-07T18:59:45.440Z,17.9595,-66.6795,10.34,2.53,md,5,235,0.1083,0.16,pr,pr71408438,2023-05-07T19:13:19.360Z,"Puerto Rico region",earthquake,0.94,1.85,0.111595835276541,4,reviewed,pr,pr
